
Добавление 8631 заняло 789542 нс, 1 операций
Добавление 8313 заняло 708 нс, 1 операций
Добавление 826 заняло 791 нс, 14 операций
Добавление 1583 заняло 375 нс, 19 операций
Добавление 1766 заняло 375 нс, 5 операций
Добавление 3713 заняло 334 нс, 1 операций
Добавление 8842 заняло 791 нс, 1 операций
Добавление 2896 заняло 334 нс, 1 операций
Добавление 780 заняло 208 нс, 1 операций
Добавление 382 заняло 167 нс, 1 операций
Добавление 8020 заняло 458 нс, 1 операций
Добавление 4889 заняло 541 нс, 1 операций
Добавление 1812 заняло 375 нс, 5 операций
Добавление 7967 заняло 166 нс, 14 операций
Добавление 86 заняло 250 нс, 1 операций
Добавление 6394 заняло 542 нс, 1 операций
Добавление 8459 заняло 542 нс, 1 операций
Добавление 7414 заняло 292 нс, 1 операций
Добавление 3818 заняло 458 нс, 1 операций
Добавление 7308 заняло 459 нс, 1 операций
Добавление 4753 заняло 458 нс, 1 операций
Добавление 8162 заняло 83 нс, 1 операций
Добавление 8576 заняло 208 нс, 1 операций
Добавление 4993 заняло 375 нс, 1 операций
Добавление 6625 заняло 292 нс, 5 операций
Добавление 1367 заняло 750 нс, 1 операций
Добавление 7981 заняло 292 нс, 18 операций
Добавление 1302 заняло 583 нс, 1 операций
Добавление 9566 заняло 208 нс, 1 операций
Добавление 343 заняло 125 нс, 1 операций
Добавление 6412 заняло 292 нс, 5 операций
Добавление 4593 заняло 417 нс, 1 операций
Добавление 3576 заняло 208 нс, 1 операций
Добавление 511 заняло 292 нс, 1 операций
Добавление 6867 заняло 500 нс, 1 операций
Добавление 7293 заняло 375 нс, 1 операций
Добавление 9918 заняло 500 нс, 6 операций
Добавление 9456 заняло 375 нс, 1 операций
Добавление 8065 заняло 291 нс, 1 операций
Добавление 4607 заняло 250 нс, 1 операций
Добавление 6526 заняло 125 нс, 1 операций
Добавление 2233 заняло 166 нс, 1 операций
Добавление 8532 заняло 500 нс, 1 операций
Добавление 4453 заняло 208 нс, 1 операций
Добавление 1064 заняло 416 нс, 10 операций
Добавление 6638 заняло 459 нс, 1 операций
Добавление 8295 заняло 541 нс, 1 операций
Добавление 1578 заняло 209 нс, 1 операций
Добавление 4128 заняло 583 нс, 1 операций
Добавление 1430 заняло 375 нс, 1 операций
Добавление 5272 заняло 750 нс, 1 операций
Добавление 2248 заняло 833 нс, 1 операций
Добавление 9186 заняло 250 нс, 1 операций
Добавление 8694 заняло 291 нс, 1 операций
Добавление 327 заняло 166 нс, 1 операций
Добавление 3546 заняло 500 нс, 1 операций
Добавление 5952 заняло 334 нс, 5 операций
Добавление 2822 заняло 708 нс, 1 операций
Добавление 9114 заняло 792 нс, 1 операций
Добавление 7981 заняло 125 нс, 1 операций
Добавление 9671 заняло 208 нс, 1 операций
Добавление 4893 заняло 250 нс, 1 операций
Добавление 2781 заняло 209 нс, 1 операций
Добавление 4739 заняло 542 нс, 36 операций
Добавление 8976 заняло 625 нс, 1 операций
Добавление 6991 заняло 166 нс, 1 операций
Добавление 663 заняло 291 нс, 1 операций
Добавление 403 заняло 791 нс, 15 операций
Добавление 770 заняло 167 нс, 1 операций
Добавление 5903 заняло 208 нс, 5 операций
Добавление 6153 заняло 166 нс, 1 операций
Добавление 6496 заняло 250 нс, 1 операций
Добавление 5924 заняло 500 нс, 1 операций
Добавление 2433 заняло 834 нс, 1 операций
Добавление 959 заняло 750 нс, 5 операций
Добавление 1204 заняло 291 нс, 1 операций
Добавление 5312 заняло 292 нс, 1 операций
Добавление 7409 заняло 333 нс, 36 операций
Добавление 3960 заняло 500 нс, 1 операций
Добавление 2697 заняло 666 нс, 1 операций
Добавление 6468 заняло 417 нс, 1 операций
Добавление 5098 заняло 584 нс, 1 операций
Добавление 5411 заняло 417 нс, 1 операций
Добавление 7989 заняло 333 нс, 1 операций
Добавление 6306 заняло 584 нс, 29 операций
Добавление 1780 заняло 458 нс, 1 операций
Добавление 9695 заняло 458 нс, 1 операций
Добавление 2559 заняло 209 нс, 5 операций
Добавление 6550 заняло 500 нс, 1 операций
Добавление 9709 заняло 542 нс, 1 операций
Добавление 9061 заняло 416 нс, 1 операций
Добавление 9538 заняло 334 нс, 5 операций
Добавление 9640 заняло 250 нс, 1 операций
Добавление 530 заняло 500 нс, 1 операций
Добавление 7697 заняло 500 нс, 1 операций
Добавление 5421 заняло 583 нс, 1 операций
Добавление 4343 заняло 333 нс, 46 операций
Добавление 7083 заняло 667 нс, 1 операций
Добавление 2154 заняло 209 нс, 19 операций
Добавление 8596 заняло 125 нс, 1 операций
Добавление 8086 заняло 209 нс, 1 операций
Добавление 7569 заняло 708 нс, 1 операций
Добавление 3235 заняло 250 нс, 1 операций
Добавление 5063 заняло 375 нс, 1 операций
Добавление 3475 заняло 459 нс, 1 операций
Добавление 8092 заняло 166 нс, 1 операций
Добавление 874 заняло 625 нс, 27 операций
Добавление 4108 заняло 208 нс, 1 операций
Добавление 5266 заняло 208 нс, 5 операций
Добавление 5389 заняло 417 нс, 1 операций
Добавление 8974 заняло 209 нс, 1 операций
Добавление 4635 заняло 417 нс, 1 операций
Добавление 4536 заняло 166 нс, 1 операций
Добавление 5764 заняло 458 нс, 10 операций
Добавление 5950 заняло 167 нс, 10 операций
Добавление 6791 заняло 583 нс, 1 операций
Добавление 8275 заняло 375 нс, 1 операций
Добавление 911 заняло 666 нс, 1 операций
Добавление 6589 заняло 250 нс, 5 операций
Добавление 1140 заняло 625 нс, 1 операций
Добавление 695 заняло 375 нс, 1 операций
Добавление 3728 заняло 333 нс, 1 операций
Добавление 7777 заняло 417 нс, 1 операций
Добавление 5801 заняло 250 нс, 1 операций
Добавление 6531 заняло 458 нс, 1 операций
Добавление 5786 заняло 208 нс, 6 операций
Добавление 7098 заняло 417 нс, 5 операций
Добавление 9300 заняло 625 нс, 11 операций
Добавление 4482 заняло 333 нс, 10 операций
Добавление 3960 заняло 208 нс, 1 операций
Добавление 7920 заняло 375 нс, 5 операций
Добавление 6180 заняло 167 нс, 1 операций
Добавление 5054 заняло 167 нс, 1 операций
Добавление 3194 заняло 500 нс, 1 операций
Добавление 9157 заняло 500 нс, 1 операций
Добавление 7975 заняло 292 нс, 28 операций
Добавление 5055 заняло 208 нс, 1 операций
Добавление 9709 заняло 167 нс, 1 операций
Добавление 9721 заняло 209 нс, 1 операций
Добавление 7824 заняло 375 нс, 1 операций
Добавление 3712 заняло 250 нс, 1 операций
Добавление 6709 заняло 625 нс, 5 операций
Добавление 4476 заняло 250 нс, 1 операций
Добавление 676 заняло 250 нс, 1 операций
Добавление 3699 заняло 125 нс, 1 операций
Добавление 5561 заняло 917 нс, 1 операций
Добавление 8623 заняло 166 нс, 1 операций
Добавление 5602 заняло 250 нс, 1 операций
Добавление 8459 заняло 208 нс, 1 операций
Добавление 8187 заняло 250 нс, 1 операций
Добавление 260 заняло 542 нс, 1 операций
Добавление 5373 заняло 125 нс, 1 операций
Добавление 3798 заняло 834 нс, 15 операций
Добавление 499 заняло 625 нс, 1 операций
Добавление 5139 заняло 333 нс, 1 операций
Добавление 6535 заняло 417 нс, 1 операций
Добавление 3742 заняло 334 нс, 5 операций
Добавление 680 заняло 167 нс, 1 операций
Добавление 9582 заняло 250 нс, 1 операций
Добавление 4523 заняло 333 нс, 1 операций
Добавление 1893 заняло 208 нс, 1 операций
Добавление 6906 заняло 334 нс, 1 операций
Добавление 1068 заняло 208 нс, 1 операций
Добавление 1815 заняло 209 нс, 6 операций
Добавление 2558 заняло 291 нс, 32 операций
Добавление 6222 заняло 417 нс, 5 операций
Добавление 2994 заняло 208 нс, 1 операций
Добавление 3252 заняло 333 нс, 1 операций
Добавление 555 заняло 625 нс, 1 операций
Добавление 3351 заняло 166 нс, 5 операций
Добавление 7680 заняло 334 нс, 20 операций
Добавление 4436 заняло 167 нс, 1 операций
Добавление 7520 заняло 625 нс, 5 операций
Добавление 9950 заняло 166 нс, 1 операций
Добавление 6919 заняло 250 нс, 1 операций
Добавление 295 заняло 541 нс, 5 операций
Добавление 6358 заняло 667 нс, 1 операций
Добавление 2141 заняло 292 нс, 1 операций
Добавление 9880 заняло 208 нс, 1 операций
Добавление 5818 заняло 542 нс, 1 операций
Добавление 5036 заняло 1000 нс, 18 операций
Добавление 381 заняло 583 нс, 10 операций
Добавление 5304 заняло 458 нс, 5 операций
Добавление 9325 заняло 250 нс, 10 операций
Добавление 3896 заняло 333 нс, 1 операций
Добавление 6954 заняло 167 нс, 1 операций
Добавление 7295 заняло 208 нс, 1 операций
Добавление 7294 заняло 167 нс, 32 операций
Добавление 3179 заняло 375 нс, 1 операций
Добавление 608 заняло 209 нс, 1 операций
Добавление 7616 заняло 291 нс, 1 операций
Добавление 3047 заняло 125 нс, 1 операций
Добавление 7555 заняло 583 нс, 1 операций
Добавление 9557 заняло 250 нс, 1 операций
Добавление 6211 заняло 666 нс, 14 операций
Добавление 3121 заняло 709 нс, 1 операций
Добавление 4410 заняло 625 нс, 1 операций
Добавление 8067 заняло 167 нс, 1 операций
Добавление 990 заняло 583 нс, 14 операций
Добавление 7364 заняло 333 нс, 1 операций
Добавление 4731 заняло 166 нс, 1 операций
Добавление 6767 заняло 458 нс, 10 операций
Добавление 4370 заняло 375 нс, 1 операций
Добавление 5308 заняло 542 нс, 1 операций
Добавление 37 заняло 708 нс, 1 операций
Добавление 587 заняло 83 нс, 1 операций
Добавление 1522 заняло 416 нс, 1 операций
Добавление 7049 заняло 709 нс, 32 операций
Добавление 8 заняло 208 нс, 5 операций
Добавление 1700 заняло 250 нс, 1 операций
Добавление 3486 заняло 250 нс, 5 операций
Добавление 6115 заняло 209 нс, 1 операций
Добавление 476 заняло 500 нс, 5 операций
Добавление 5865 заняло 541 нс, 1 операций
Добавление 7805 заняло 333 нс, 1 операций
Добавление 344 заняло 250 нс, 1 операций
Добавление 3904 заняло 458 нс, 5 операций
Добавление 2761 заняло 250 нс, 1 операций
Добавление 9 заняло 167 нс, 1 операций
Добавление 1172 заняло 292 нс, 1 операций
Добавление 6992 заняло 209 нс, 1 операций
Добавление 2023 заняло 375 нс, 1 операций
Добавление 6116 заняло 334 нс, 1 операций
Добавление 8764 заняло 250 нс, 1 операций
Добавление 3457 заняло 250 нс, 1 операций
Добавление 4173 заняло 500 нс, 1 операций
Добавление 7833 заняло 334 нс, 1 операций
Добавление 8663 заняло 292 нс, 1 операций
Добавление 2870 заняло 166 нс, 1 операций
Добавление 1514 заняло 459 нс, 1 операций
Добавление 957 заняло 167 нс, 1 операций
Добавление 2425 заняло 1125 нс, 1 операций
Добавление 9028 заняло 417 нс, 14 операций
Добавление 6234 заняло 125 нс, 1 операций
Добавление 5701 заняло 209 нс, 1 операций
Добавление 5277 заняло 333 нс, 18 операций
Добавление 306 заняло 125 нс, 1 операций
Добавление 5312 заняло 166 нс, 1 операций
Добавление 3313 заняло 458 нс, 1 операций
Добавление 9758 заняло 292 нс, 1 операций
Добавление 7930 заняло 167 нс, 1 операций
Добавление 3538 заняло 583 нс, 1 операций
Добавление 4709 заняло 333 нс, 5 операций
Добавление 178 заняло 667 нс, 20 операций
Добавление 4093 заняло 292 нс, 23 операций
Добавление 4353 заняло 333 нс, 1 операций
Добавление 6280 заняло 208 нс, 1 операций
Добавление 6132 заняло 1000 нс, 10 операций
Добавление 1043 заняло 500 нс, 1 операций
Добавление 1508 заняло 375 нс, 1 операций
Добавление 821 заняло 542 нс, 19 операций
Добавление 6108 заняло 334 нс, 1 операций
Добавление 3376 заняло 250 нс, 14 операций
Добавление 96 заняло 209 нс, 1 операций
Добавление 7631 заняло 666 нс, 1 операций
Добавление 93 заняло 167 нс, 5 операций
Добавление 2338 заняло 958 нс, 6 операций
Добавление 9990 заняло 541 нс, 14 операций
Добавление 1170 заняло 375 нс, 10 операций
Добавление 5867 заняло 333 нс, 1 операций
Добавление 5590 заняло 584 нс, 1 операций
Добавление 4217 заняло 542 нс, 1 операций
Добавление 4276 заняло 583 нс, 11 операций
Добавление 3943 заняло 667 нс, 27 операций
Добавление 1354 заняло 208 нс, 1 операций
Добавление 6522 заняло 250 нс, 1 операций
Добавление 7739 заняло 416 нс, 1 операций
Добавление 4265 заняло 250 нс, 1 операций
Добавление 7277 заняло 375 нс, 1 операций
Добавление 8434 заняло 209 нс, 1 операций
Добавление 3800 заняло 250 нс, 1 операций
Добавление 3657 заняло 166 нс, 1 операций
Добавление 5331 заняло 250 нс, 10 операций
Добавление 555 заняло 166 нс, 1 операций
Добавление 8752 заняло 500 нс, 1 операций
Добавление 1961 заняло 375 нс, 1 операций
Добавление 6949 заняло 500 нс, 19 операций
Добавление 1419 заняло 542 нс, 1 операций
Добавление 4652 заняло 458 нс, 5 операций
Добавление 7043 заняло 333 нс, 5 операций
Добавление 8085 заняло 167 нс, 1 операций
Добавление 1454 заняло 416 нс, 1 операций
Добавление 2790 заняло 500 нс, 1 операций
Добавление 1866 заняло 125 нс, 1 операций
Добавление 47 заняло 375 нс, 1 операций
Добавление 8304 заняло 375 нс, 1 операций
Добавление 5012 заняло 583 нс, 5 операций
Добавление 5087 заняло 541 нс, 1 операций
Добавление 6602 заняло 416 нс, 1 операций
Добавление 7732 заняло 375 нс, 1 операций
Добавление 2833 заняло 166 нс, 1 операций
Добавление 9155 заняло 375 нс, 1 операций
Добавление 2974 заняло 333 нс, 1 операций
Добавление 1251 заняло 542 нс, 1 операций
Добавление 8006 заняло 166 нс, 1 операций
Добавление 9556 заняло 125 нс, 1 операций
Добавление 608 заняло 250 нс, 1 операций
Добавление 3364 заняло 709 нс, 1 операций
Добавление 8488 заняло 500 нс, 1 операций
Добавление 9350 заняло 542 нс, 1 операций
Добавление 1641 заняло 250 нс, 10 операций
Добавление 36 заняло 167 нс, 1 операций
Добавление 2267 заняло 166 нс, 1 операций
Добавление 6863 заняло 250 нс, 10 операций
Добавление 9061 заняло 125 нс, 1 операций
Добавление 8451 заняло 291 нс, 1 операций
Добавление 789 заняло 291 нс, 1 операций
Добавление 1262 заняло 417 нс, 14 операций
Добавление 3478 заняло 208 нс, 1 операций
Добавление 6507 заняло 542 нс, 18 операций
Добавление 2605 заняло 458 нс, 6 операций
Добавление 5577 заняло 459 нс, 24 операций
Добавление 7305 заняло 209 нс, 5 операций
Добавление 4973 заняло 292 нс, 1 операций
Добавление 3409 заняло 167 нс, 1 операций
Добавление 690 заняло 292 нс, 1 операций
Добавление 848 заняло 583 нс, 10 операций
Добавление 2570 заняло 333 нс, 1 операций
Добавление 8807 заняло 250 нс, 10 операций
Добавление 8294 заняло 209 нс, 1 операций
Добавление 3502 заняло 416 нс, 1 операций
Добавление 2666 заняло 84 нс, 1 операций
Добавление 7468 заняло 750 нс, 1 операций
Добавление 4818 заняло 959 нс, 1 операций
Добавление 5890 заняло 291 нс, 1 операций
Добавление 7885 заняло 250 нс, 6 операций
Добавление 4472 заняло 375 нс, 1 операций
Добавление 5602 заняло 208 нс, 1 операций
Добавление 2811 заняло 375 нс, 5 операций
Добавление 2684 заняло 250 нс, 1 операций
Добавление 1282 заняло 416 нс, 1 операций
Добавление 4247 заняло 209 нс, 1 операций
Добавление 7258 заняло 584 нс, 10 операций
Добавление 7979 заняло 166 нс, 1 операций
Добавление 8367 заняло 500 нс, 1 операций
Добавление 4787 заняло 416 нс, 1 операций
Добавление 8308 заняло 208 нс, 5 операций
Добавление 1933 заняло 500 нс, 1 операций
Добавление 1174 заняло 208 нс, 1 операций
Добавление 6948 заняло 250 нс, 1 операций
Добавление 870 заняло 334 нс, 5 операций
Добавление 7604 заняло 375 нс, 1 операций
Добавление 7151 заняло 625 нс, 5 операций
Добавление 9340 заняло 375 нс, 19 операций
Добавление 1667 заняло 375 нс, 33 операций
Добавление 1331 заняло 375 нс, 1 операций
Добавление 6042 заняло 167 нс, 1 операций
Добавление 329 заняло 250 нс, 1 операций
Добавление 7449 заняло 583 нс, 1 операций
Добавление 978 заняло 583 нс, 1 операций
Добавление 1197 заняло 459 нс, 28 операций
Добавление 9189 заняло 208 нс, 1 операций
Добавление 2066 заняло 459 нс, 1 операций
Добавление 2878 заняло 250 нс, 1 операций
Добавление 6981 заняло 125 нс, 1 операций
Добавление 3404 заняло 208 нс, 1 операций
Добавление 7574 заняло 166 нс, 1 операций
Добавление 6954 заняло 125 нс, 1 операций
Добавление 1084 заняло 500 нс, 1 операций
Добавление 6453 заняло 333 нс, 18 операций
Добавление 8206 заняло 167 нс, 1 операций
Добавление 5030 заняло 125 нс, 1 операций
Добавление 539 заняло 625 нс, 23 операций
Добавление 2896 заняло 166 нс, 1 операций
Добавление 8451 заняло 166 нс, 1 операций
Добавление 7194 заняло 459 нс, 1 операций
Добавление 8391 заняло 500 нс, 1 операций
Добавление 2698 заняло 208 нс, 1 операций
Добавление 2405 заняло 542 нс, 5 операций
Добавление 8559 заняло 167 нс, 1 операций
Добавление 8616 заняло 417 нс, 1 операций
Добавление 4960 заняло 250 нс, 1 операций
Добавление 584 заняло 167 нс, 1 операций
Добавление 2250 заняло 333 нс, 5 операций
Добавление 6167 заняло 167 нс, 1 операций
Добавление 9293 заняло 167 нс, 1 операций
Добавление 5064 заняло 84 нс, 1 операций
Добавление 8166 заняло 208 нс, 1 операций
Добавление 2885 заняло 250 нс, 1 операций
Добавление 2625 заняло 167 нс, 1 операций
Добавление 3101 заняло 583 нс, 15 операций
Добавление 7229 заняло 542 нс, 5 операций
Добавление 3832 заняло 458 нс, 5 операций
Добавление 609 заняло 250 нс, 31 операций
Добавление 73 заняло 208 нс, 1 операций
Добавление 8914 заняло 209 нс, 1 операций
Добавление 9456 заняло 166 нс, 1 операций
Добавление 1557 заняло 375 нс, 5 операций
Добавление 7647 заняло 458 нс, 14 операций
Добавление 4430 заняло 458 нс, 6 операций
Добавление 344 заняло 208 нс, 1 операций
Добавление 4515 заняло 208 нс, 1 операций
Добавление 4686 заняло 375 нс, 1 операций
Добавление 7718 заняло 541 нс, 1 операций
Добавление 7385 заняло 625 нс, 1 операций
Добавление 6949 заняло 167 нс, 1 операций
Добавление 5818 заняло 250 нс, 1 операций
Добавление 6341 заняло 333 нс, 1 операций
Добавление 6360 заняло 208 нс, 6 операций
Добавление 9880 заняло 208 нс, 1 операций
Время выполнения добавления: 195 мс, 63990 операций
Поиск 2263 занял 6584 нс, 2 операций
Поиск 4108 занял 2875 нс, 2 операций
Поиск 3622 занял 1500 нс, 2 операций
Поиск 4128 занял 1208 нс, 2 операций
Поиск 9494 занял 1709 нс, 2 операций
Поиск 5160 занял 1167 нс, 2 операций
Поиск 3357 занял 459 нс, 2 операций
Поиск 6180 занял 1500 нс, 2 операций
Поиск 1752 занял 1833 нс, 2 операций
Поиск 6178 занял 708 нс, 2 операций
Поиск 2868 занял 1458 нс, 2 операций
Поиск 3872 занял 834 нс, 2 операций
Поиск 3190 занял 1542 нс, 2 операций
Поиск 8819 занял 1209 нс, 2 операций
Поиск 6628 занял 2000 нс, 2 операций
Поиск 9309 занял 1125 нс, 2 операций
Поиск 2442 занял 1000 нс, 2 операций
Поиск 1562 занял 1083 нс, 2 операций
Поиск 4047 занял 1083 нс, 2 операций
Поиск 5749 занял 1417 нс, 2 операций
Поиск 8470 занял 1333 нс, 2 операций
Поиск 7098 занял 1375 нс, 2 операций
Поиск 7708 занял 1125 нс, 2 операций
Поиск 2810 занял 1458 нс, 2 операций
Поиск 3647 занял 500 нс, 2 операций
Поиск 3013 занял 1417 нс, 2 операций
Поиск 2378 занял 833 нс, 2 операций
Поиск 5897 занял 1291 нс, 2 операций
Поиск 413 занял 1292 нс, 2 операций
Поиск 5253 занял 1042 нс, 2 операций
Поиск 9579 занял 1250 нс, 2 операций
Поиск 5339 занял 1334 нс, 2 операций
Поиск 9145 занял 1000 нс, 2 операций
Поиск 3879 занял 1791 нс, 2 операций
Поиск 4818 занял 1292 нс, 2 операций
Поиск 4 занял 1042 нс, 2 операций
Поиск 2422 занял 1042 нс, 2 операций
Поиск 9269 занял 1250 нс, 2 операций
Поиск 522 занял 1250 нс, 2 операций
Поиск 7702 занял 250 нс, 2 операций
Поиск 1720 занял 1250 нс, 2 операций
Поиск 6264 занял 1083 нс, 2 операций
Поиск 2338 занял 9125 нс, 2 операций
Поиск 6938 занял 1375 нс, 2 операций
Поиск 1439 занял 1000 нс, 2 операций
Поиск 9757 занял 1083 нс, 2 операций
Поиск 2582 занял 1333 нс, 2 операций
Поиск 5947 занял 1084 нс, 2 операций
Поиск 789 занял 1500 нс, 2 операций
Поиск 810 занял 416 нс, 2 операций
Поиск 6973 занял 667 нс, 2 операций
Поиск 8723 занял 1125 нс, 2 операций
Поиск 1081 занял 875 нс, 2 операций
Поиск 8557 занял 1541 нс, 2 операций
Поиск 4454 занял 1542 нс, 2 операций
Поиск 38 занял 1291 нс, 2 операций
Поиск 645 занял 1000 нс, 2 операций
Поиск 5073 занял 1250 нс, 2 операций
Поиск 4752 занял 4208 нс, 2 операций
Поиск 9918 занял 1167 нс, 2 операций
Поиск 3006 занял 1042 нс, 2 операций
Поиск 8403 занял 1083 нс, 2 операций
Поиск 4317 занял 709 нс, 2 операций
Поиск 5186 занял 1209 нс, 2 операций
Поиск 5513 занял 750 нс, 2 операций
Поиск 4342 занял 667 нс, 2 операций
Поиск 7734 занял 333 нс, 2 операций
Поиск 3566 занял 1291 нс, 2 операций
Поиск 4033 занял 958 нс, 2 операций
Поиск 9234 занял 1000 нс, 2 операций
Поиск 9268 занял 458 нс, 2 операций
Поиск 4580 занял 1167 нс, 2 операций
Поиск 5994 занял 1542 нс, 2 операций
Поиск 1668 занял 1125 нс, 2 операций
Поиск 8704 занял 1291 нс, 2 операций
Поиск 5098 занял 834 нс, 2 операций
Поиск 2985 занял 958 нс, 2 операций
Поиск 410 занял 708 нс, 2 операций
Поиск 7119 занял 1000 нс, 2 операций
Поиск 3639 занял 625 нс, 2 операций
Поиск 7090 занял 666 нс, 2 операций
Поиск 3358 занял 1250 нс, 2 операций
Поиск 4648 занял 875 нс, 2 операций
Поиск 6993 занял 750 нс, 2 операций
Поиск 3790 занял 1709 нс, 2 операций
Поиск 8131 занял 1167 нс, 2 операций
Поиск 2092 занял 833 нс, 2 операций
Поиск 9436 занял 875 нс, 2 операций
Поиск 9758 занял 709 нс, 2 операций
Поиск 854 занял 1209 нс, 2 операций
Поиск 5912 занял 917 нс, 2 операций
Поиск 4754 занял 584 нс, 2 операций
Поиск 7401 занял 1792 нс, 2 операций
Поиск 7739 занял 1000 нс, 2 операций
Поиск 2640 занял 1042 нс, 2 операций
Поиск 3895 занял 916 нс, 2 операций
Поиск 8206 занял 792 нс, 2 операций
Поиск 6288 занял 792 нс, 2 операций
Поиск 6023 занял 1333 нс, 2 операций
Поиск 2475 занял 1167 нс, 2 операций
Время выполнения поиска: 0 мс, 200 операций
Удаление 5867 заняло 6333 нс, 21 операций
Удаление 173 заняло 7250 нс, 24 операций
Удаление 1294 заняло 5875 нс, 23 операций
Удаление 3270 заняло 3583 нс, 21 операций
Удаление 7724 заняло 3334 нс, 20 операций
Удаление 5688 заняло 3500 нс, 22 операций
Удаление 2190 заняло 3375 нс, 22 операций
Удаление 4845 заняло 3541 нс, 23 операций
Удаление 8996 заняло 4333 нс, 22 операций
Удаление 8588 заняло 3417 нс, 21 операций
Удаление 4445 заняло 3250 нс, 24 операций
Удаление 5206 заняло 2584 нс, 19 операций
Удаление 4187 заняло 2916 нс, 21 операций
Удаление 3413 заняло 2250 нс, 21 операций
Удаление 9566 заняло 3166 нс, 22 операций
Удаление 9168 заняло 3125 нс, 23 операций
Удаление 2197 заняло 1667 нс, 20 операций
Удаление 530 заняло 3167 нс, 24 операций
Удаление 7442 заняло 2916 нс, 22 операций
Удаление 3354 заняло 2542 нс, 22 операций
Удаление 6100 заняло 3041 нс, 24 операций
Удаление 3007 заняло 2958 нс, 23 операций
Удаление 4902 заняло 2375 нс, 21 операций
Удаление 5800 заняло 2500 нс, 21 операций
Удаление 7423 заняло 2750 нс, 22 операций
Удаление 6394 заняло 2916 нс, 22 операций
Удаление 6257 заняло 2250 нс, 21 операций
Удаление 1748 заняло 2542 нс, 22 операций
Удаление 588 заняло 2542 нс, 23 операций
Удаление 2468 заняло 3792 нс, 22 операций
Удаление 7486 заняло 2209 нс, 22 операций
Удаление 2808 заняло 2791 нс, 22 операций
Удаление 6930 заняло 3084 нс, 22 операций
Удаление 477 заняло 2792 нс, 24 операций
Удаление 5529 заняло 5292 нс, 21 операций
Удаление 694 заняло 2625 нс, 22 операций
Удаление 6730 заняло 2917 нс, 22 операций
Удаление 2538 заняло 2458 нс, 22 операций
Удаление 508 заняло 2000 нс, 22 операций
Удаление 5890 заняло 12167 нс, 22 операций
Удаление 3526 заняло 2792 нс, 21 операций
Удаление 2596 заняло 2834 нс, 23 операций
Удаление 96 заняло 2917 нс, 25 операций
Удаление 3529 заняло 1750 нс, 20 операций
Удаление 7024 заняло 2458 нс, 21 операций
Удаление 3234 заняло 2958 нс, 22 операций
Удаление 8417 заняло 2500 нс, 21 операций
Удаление 7165 заняло 2334 нс, 19 операций
Удаление 9782 заняло 3125 нс, 21 операций
Удаление 2426 заняло 2583 нс, 21 операций
Удаление 9008 заняло 1959 нс, 21 операций
Удаление 2782 заняло 2583 нс, 23 операций
Удаление 8383 заняло 2042 нс, 21 операций
Удаление 1980 заняло 2625 нс, 22 операций
Удаление 9696 заняло 2625 нс, 22 операций
Удаление 714 заняло 2250 нс, 21 операций
Удаление 293 заняло 3375 нс, 25 операций
Удаление 7673 заняло 2708 нс, 21 операций
Удаление 122 заняло 2666 нс, 24 операций
Удаление 4752 заняло 2500 нс, 22 операций
Удаление 2916 заняло 2625 нс, 21 операций
Удаление 1503 заняло 3000 нс, 23 операций
Удаление 4500 заняло 2625 нс, 21 операций
Удаление 3807 заняло 3000 нс, 22 операций
Удаление 376 заняло 3125 нс, 25 операций
Удаление 9094 заняло 2625 нс, 22 операций
Удаление 208 заняло 3333 нс, 25 операций
Удаление 7384 заняло 2875 нс, 24 операций
Удаление 6948 заняло 3250 нс, 23 операций
Удаление 2082 заняло 2625 нс, 23 операций
Удаление 361 заняло 2917 нс, 26 операций
Удаление 7983 заняло 2542 нс, 18 операций
Удаление 4294 заняло 2708 нс, 23 операций
Удаление 9052 заняло 2542 нс, 24 операций
Удаление 2150 заняло 2875 нс, 22 операций
Удаление 4858 заняло 2125 нс, 22 операций
Удаление 9711 заняло 1917 нс, 20 операций
Удаление 8571 заняло 2167 нс, 20 операций
Удаление 8948 заняло 3250 нс, 22 операций
Удаление 4224 заняло 2458 нс, 22 операций
Удаление 3271 заняло 1583 нс, 20 операций
Удаление 311 заняло 2500 нс, 24 операций
Удаление 1193 заняло 2791 нс, 22 операций
Удаление 5996 заняло 3083 нс, 23 операций
Удаление 4329 заняло 2416 нс, 24 операций
Удаление 4179 заняло 2375 нс, 23 операций
Удаление 7833 заняло 2583 нс, 19 операций
Удаление 5316 заняло 2584 нс, 21 операций
Удаление 8752 заняло 3084 нс, 22 операций
Удаление 5597 заняло 2333 нс, 21 операций
Удаление 6498 заняло 2792 нс, 22 операций
Удаление 578 заняло 1833 нс, 22 операций
Удаление 2698 заняло 2250 нс, 22 операций
Удаление 9430 заняло 2625 нс, 22 операций
Удаление 6862 заняло 2417 нс, 21 операций
Удаление 1341 заняло 2166 нс, 21 операций
Удаление 2954 заняло 3208 нс, 23 операций
Удаление 8017 заняло 2375 нс, 20 операций
Удаление 1744 заняло 1875 нс, 21 операций
Удаление 847 заняло 2917 нс, 23 операций
Удаление 6142 заняло 2208 нс, 22 операций
Удаление 8184 заняло 2250 нс, 20 операций
Удаление 2036 заняло 2166 нс, 20 операций
Удаление 6297 заняло 1834 нс, 20 операций
Удаление 4880 заняло 2500 нс, 23 операций
Удаление 5929 заняло 2208 нс, 20 операций
